OBJECTID,Shape_Leng,Shape_Area,District,County,Sub County,Parish,Village,Region,Pop_2020,HHs_2020
34341,3208.204009,426051.5849,Abim,Labwor,Lotukei,Aridai,Lotukei Mixed,Northern,,
34342,2302.586186,252972.8493,Abim,Labwor,Lotukei,Aridai,Lotukei North,Northern,,
34343,3908.135749,579215.224,Abim,Labwor,Lotukei,Aridai,Amorutu-ican,Northern,,
34344,3487.548494,470408.8311,Abim,Labwor,Lotukei,Aridai,Moru Hill,Northern,,
34345,4389.569946,1199531.152,Abim,Labwor,Lotukei,Aridai,Lotukei South,Northern,,
34346,4098.169018,742581.6251,Abim,Labwor,Lotukei,Achangali,Golopono North,Northern,,
34347,4003.311722,474277.5006,Abim,Labwor,Lotukei,Achangali,Golopono North East,Northern,,
34348,2840.634376,423053.1803,Abim,Labwor,Lotukei,Achangali,Tyenolam,Northern,,
34349,3273.02281,389820.5034,Abim,Labwor,Lotukei,Achangali,Lotuke Seeds,Northern,,
34350,3203.129775,349596.3812,Abim,Labwor,Lotukei,Achangali,Golopono South East,Northern,,
34351,2665.869258,280112.4744,Abim,Labwor,Lotukei,Achangali,Butiwiny,Northern,,
34352,3725.458952,443992.8616,Abim,Labwor,Lotukei,Achangali,Golopono South,Northern,,
34353,4393.537226,573031.0742,Abim,Labwor,Lotukei,Achangali,Golopono Central,Northern,,
34354,5570.205194,1340806.412,Abim,Labwor,Lotukei,Achangali,Golopono East,Northern,,
34355,4457.48981,822901.3815,Abim,Labwor,Lotukei,Gangming,Gangming East,Northern,,
34356,3961.320194,618290.7814,Abim,Labwor,Lotukei,Gangming,Loka Ward,Northern,,
34357,3568.643903,493472.1935,Abim,Labwor,Lotukei,Gangming,Gangming South West,Northern,,
34358,4118.486305,604523.2605,Abim,Labwor,Lotukei,Gangming,Gangming New Line,Northern,,
34359,4438.481292,698846.2835,Abim,Labwor,Lotukei,Gangming,Gangming South East,Northern,,
34360,1898.896533,205256.2577,Abim,Labwor,Lotukei,Gangming,Gangming West,Northern,,
34361,4792.87631,1023241.047,Abim,Labwor,Lotukei,Gangming,Gangming South,Northern,,
34362,4395.747736,816034.2939,Abim,Labwor,Lotukei,Gangming,Gangming Central,Northern,,
34363,7225.381302,1677376.186,Abim,Labwor,Lotukei,Gangming,Gangming North,Northern,,
34364,3500.146478,490707.4928,Abim,Labwor,Lotukei,Orwamuge,Tyen Opok South,Northern,,
34365,4551.075085,633032.8529,Abim,Labwor,Lotukei,Orwamuge,Tyen Opok North,Northern,,
34366,3420.994389,344867.8247,Abim,Labwor,Lotukei,Orwamuge,Bar-tanga South,Northern,,
34367,3803.741245,422413.646,Abim,Labwor,Lotukei,Orwamuge,Bar-tanga North,Northern,,
34368,5547.954922,1404083.094,Abim,Labwor,Lotukei,Orwamuge,Nadiketh,Northern,,
34369,8526.547185,3712322.314,Abim,Labwor,Lotukei,Orwamuge,Bar-tanga East,Northern,,
34370,8587.713827,4019246.179,Abim,Labwor,Lotukei,Orwamuge,Nyikinyiki (orwamuge),Northern,,
34371,7098.815906,1757959.432,Abim,Labwor,Lotukei,Orwamuge,Tyenoopok East,Northern,,
34372,9281.929711,3515706.298,Abim,Labwor,Lotukei,Orwamuge,Loketo East,Northern,,
34373,9858.345222,3436581.238,Abim,Labwor,Lotukei,Orwamuge,Tyenopok Tr,Northern,,
34374,2583.394531,303992.9416,Abim,Labwor,Lotukei,Orwamuge,Loketo Tr,Northern,,
34375,6670.043374,1073117.989,Abim,Labwor,Lotukei,Oporoth,Bar-otuke,Northern,,
34376,10039.44653,4585693.946,Abim,Labwor,Lotukei,Oporoth,Bar-otuke West,Northern,,
34377,11288.2934,3661203.77,Abim,Labwor,Lotukei,Oporoth,Bar-otuke Central,Northern,,
34378,9382.091833,4595031.613,Abim,Labwor,Lotukei,Barlyech,Opokolobo,Northern,,
34379,3897.491016,861799.1782,Abim,Labwor,Lotukei,Barlyech,Othen,Northern,,
34380,3831.253841,899247.0624,Abim,Labwor,Lotukei,Barlyech,Barlyec West,Northern,,
34381,3592.179679,485583.8032,Abim,Labwor,Lotukei,Barlyech,Barlyec (barlyech),Northern,,
34382,4826.081451,570578.4146,Abim,Labwor,Lotukei,Barlyech,Barlyec Central,Northern,,
34383,6510.207148,2138043.175,Abim,Labwor,Lotukei,Barlyech,Aroo (barlyech),Northern,,
34384,11565.64187,5498928.224,Abim,Labwor,Lotukei,Barlyech,Pamo (barlyech),Northern,,
34385,11555.87017,5236580.149,Abim,Labwor,Lotukei,Gotapwou,Omoo West,Northern,,
34386,13754.2682,10731736.18,Abim,Labwor,Lotukei,Gotapwou,Omoo Central,Northern,,
34387,7419.350897,1737190.592,Abim,Labwor,Lotukei,Gotapwou,Omoo South,Northern,,
34388,5007.481523,1155690.082,Abim,Labwor,Lotukei,Gotapwou,Omoo East,Northern,,
34389,2936.806794,508036.2399,Abim,Labwor,Lotukei,Gotapwou,Atheder Central,Northern,,
34390,2480.012061,332877.7145,Abim,Labwor,Lotukei,Gotapwou,Mamkai,Northern,,
34391,1393.936917,112499.2984,Abim,Labwor,Lotukei,Gotapwou,Atheder West,Northern,,
34392,2772.158094,217969.3324,Abim,Labwor,Lotukei,Gotapwou,Atheder East,Northern,,
34393,3326.321568,596674.3101,Abim,Labwor,Lotukei,Gotapwou,Atheder South (gotapwou),Northern,,
34394,11691.26956,6781541.679,Abim,Labwor,Lotukei,Gotapwou,Atheder North (gotapwou),Northern,,
34395,10576.06605,4378068.198,Abim,Labwor,Lotukei,Gotapwou,Natetel,Northern,,
34396,8525.914685,3182955.606,Abim,Labwor,Lotukei,Gotapwou,Gotapwou Central,Northern,,
34397,2018.92754,239741.3303,Abim,Labwor,Lotukei,Awach,Onangomotho,Northern,,
34398,1824.504539,147795.5464,Abim,Labwor,Lotukei,Awach,Monyela,Northern,,
34399,1838.758049,207968.726,Abim,Labwor,Lotukei,Awach,Adakolo,Northern,,
34400,3523.952819,416525.7847,Abim,Labwor,Lotukei,Awach,Adagkolo North,Northern,,
34401,3978.886484,835615.0844,Abim,Labwor,Lotukei,Awach,Pemkworo North,Northern,,
34402,5136.244232,651091.3249,Abim,Labwor,Lotukei,Awach,Pemkworo,Northern,,
34403,3147.515236,488296.1807,Abim,Labwor,Lotukei,Awach,Obokoloth,Northern,,
34404,4583.278107,1002651.855,Abim,Labwor,Lotukei,Oporoth,Kololo East,Northern,,
34405,6435.103834,1060324.382,Abim,Labwor,Lotukei,Oporoth,Kololo New  Line,Northern,,
34406,7778.613102,1158757.85,Abim,Labwor,Lotukei,Oporoth,Anyalima West,Northern,,
34407,3370.997026,518792.7056,Abim,Labwor,Lotukei,Oporoth,Anyalima,Northern,,
34408,3303.543662,531274.7033,Abim,Labwor,Lotukei,Oporoth,Acharawang South,Northern,,
34409,9270.463048,1743774.217,Abim,Labwor,Lotukei,Oporoth,Acharawang Central,Northern,,
34410,12946.32163,1962266.593,Abim,Labwor,Lotukei,Oporoth,Pamo (oporoth),Northern,,
34411,5265.855734,1090054.129,Abim,Labwor,Lotukei,Oporoth,Amonicek (oporoth),Northern,,
34412,5554.396548,766749.5863,Abim,Labwor,Lotukei,Oporoth,Acharawang East,Northern,,
34413,10943.06777,3987554.542,Abim,Labwor,Lotukei,Oporoth,Wipolo,Northern,,
34414,3625.081208,626765.8099,Abim,Labwor,Lotukei,Oporoth,Barodago,Northern,,
34415,6852.524858,1632244.908,Abim,Labwor,Lotukei,Oporoth,Agweng,Northern,,
34416,6253.969167,2012357.477,Abim,Labwor,Lotukei,Oporoth,Barlyec (oporoth),Northern,,
34417,30078.85145,46073444.4,Abim,Labwor,Abim,Grazing Area,Grazing Area (abim),Northern,,
34418,25397.62655,28886493.95,Abim,Labwor,Abim,Arembwola,Amita Prison,Northern,,
34419,12939.78816,7939380.391,Abim,Labwor,Abim,Arembwola,Arembwola North,Northern,,
34420,15648.06106,7016643.474,Abim,Labwor,Abim,Arembwola,Amonicek (arembwola),Northern,,
34421,3769.772498,786807.5301,Abim,Labwor,Abim,Arembwola,Arembwola East,Northern,,
34422,1770.127936,204897.3336,Abim,Labwor,Abim,Arembwola,Arembwola Central,Northern,,
34423,15370.62999,6267236.206,Abim,Labwor,Abim,Arembwola,Arembwola South,Northern,,
34424,7159.275982,1414284.741,Abim,Labwor,Abim,Arembwola,Aluga,Northern,,
34425,10379.55347,5282646.197,Abim,Labwor,Abim,Arembwola,Oyompolo,Northern,,
34426,19963.71462,20463446.92,Abim,Labwor,Abim,Kanu,Obworo,Northern,,
34427,4214.19483,862169.1476,Abim,Labwor,Abim,Kanu,Geregere East,Northern,,
34428,3392.518355,729470.0201,Abim,Labwor,Abim,Kanu,Geregere North (kanu),Northern,,
34429,4066.908005,620185.7661,Abim,Labwor,Abim,Kanu,Angicha,Northern,,
34430,9457.146003,1653635.73,Abim,Labwor,Abim,Kanu,Geregere South (kanu),Northern,,
34431,4591.572622,920608.2846,Abim,Labwor,Abim,Kanu,Aroo (kanu),Northern,,
34432,9848.164673,4974443.483,Abim,Labwor,Abim,Kanu,Aroo West,Northern,,
34433,7683.336838,1612428.942,Abim,Labwor,Abim,Kanu,Apelkori,Northern,,
34434,9733.859619,4354838.139,Abim,Labwor,Abim,Aninata,Ajukuna,Northern,,
34435,23338.31439,14044079.23,Abim,Labwor,Abim,Aninata,Aninata South,Northern,,
34436,7272.309196,3062645.535,Abim,Labwor,Abim,Aninata,Aninata North,Northern,,
34437,2757.913353,372025.0691,Abim,Labwor,Abim,Aninata,Aninata East,Northern,,
34438,3054.865815,435351.5455,Abim,Labwor,Abim,Aninata,Aninata Central,Northern,,
34439,12327.35398,6693297.304,Abim,Labwor,Abim,Atunga,Otalabar  East,Northern,,
34440,7140.917315,1695703.173,Abim,Labwor,Abim,Atunga,Otalabar Central,Northern,,
34441,6410.79502,2376804.22,Abim,Labwor,Abim,Atunga,Kopo,Northern,,
34442,5982.256282,1063495.031,Abim,Labwor,Abim,Atunga,Apelkere,Northern,,
34443,8075.030726,1512736.58,Abim,Labwor,Abim,Atunga,Oryeotyene South,Northern,,
34444,7728.300166,904558.2751,Abim,Labwor,Abim,Atunga,Oryeotyene North,Northern,,
34445,5720.375731,1036743.675,Abim,Labwor,Abim,Atunga,Oryeotyene  East,Northern,,
34446,4364.872955,821701.1119,Abim,Labwor,Abim,Atunga,Atugo,Northern,,
34447,5582.360027,1053432.751,Abim,Labwor,Abim,Atunga,Otalabar Newline,Northern,,
34448,3451.184371,541831.1885,Abim,Labwor,Abim,Atunga,Otalabar Tr,Northern,,
34449,38583.00241,37656676.68,Abim,Labwor,Abim Town Council,Oyaro,Abuk,Northern,,
34450,208213.179,1053392637,Abim,Labwor,Alerek,Grazing Area,Grazing Area (alerek),Northern,,
34451,9770.828206,5218470.43,Abim,Labwor,Alerek,Loyoroit,Olem  North,Northern,,
34452,18065.1995,12908962.19,Abim,Labwor,Alerek,Kulodwong,Kakutha,Northern,,
34453,8279.588795,2572538.269,Abim,Labwor,Alerek,Wilela,Kingo,Northern,,
34454,13319.38965,10065135.28,Abim,Labwor,Alerek,Wilela,Odokomit (wilela),Northern,,
34455,17041.70541,9090703.17,Abim,Labwor,Alerek,Wilela,Nyikinyiki (wilela),Northern,,
34456,16822.90624,14329050.53,Abim,Labwor,Alerek,Wilela,Wilela North,Northern,,
34457,5516.2045,1100062.681,Abim,Labwor,Alerek,Wilela,Wilela South,Northern,,
34458,6456.087346,1668080.741,Abim,Labwor,Alerek,Wilela,Kanyalaka  South,Northern,,
34459,1467.656892,114298.7252,Abim,Labwor,Alerek,Wilela,Kanyalaka  North,Northern,,
34460,1628.06901,112622.6529,Abim,Labwor,Alerek,Wilela,Wilela Central Ii,Northern,,
34461,1730.601528,148670.8021,Abim,Labwor,Alerek,Wilela,Wilela Central  I,Northern,,
34462,8487.730246,3358425.605,Abim,Labwor,Alerek,Wilela,Ywee-wii,Northern,,
34463,14026.58149,9962859.17,Abim,Labwor,Alerek,Koya,Abilonino North,Northern,,
34464,8883.41977,5019962.194,Abim,Labwor,Alerek,Koya,Arwakara,Northern,,
34465,7622.952101,1261849.822,Abim,Labwor,Alerek,Koya,Atheder  North (koya),Northern,,
34466,9876.62612,5390365.425,Abim,Labwor,Alerek,Koya,Atheder  South (koya),Northern,,
34467,21178.43571,23930525.82,Abim,Labwor,Alerek,Koya,Bedata  East,Northern,,
34468,11194.91137,5014106.735,Abim,Labwor,Alerek,Koya,Dicpe East,Northern,,
34469,11244.06036,6827599.598,Abim,Labwor,Alerek,Koya,Dicpe West,Northern,,
34470,8346.478674,1976871.036,Abim,Labwor,Alerek,Koya,Bedata West,Northern,,
34471,3416.09721,631946.2541,Abim,Labwor,Alerek,Koya,Olirim,Northern,,
34472,6512.150207,1545951.782,Abim,Labwor,Alerek,Koya,Abilonino South,Northern,,
34473,13882.93348,8881112.078,Abim,Labwor,Alerek,Otumpili,Loyoroit Tr,Northern,,
34474,4889.711711,1051424.703,Abim,Labwor,Alerek,Otumpili,Otumpili North,Northern,,
34475,5583.278672,1408904.457,Abim,Labwor,Alerek,Otumpili,Arengepau,Northern,,
34476,7160.049687,1103808.532,Abim,Labwor,Alerek,Otumpili,Otumpili  Central,Northern,,
34477,7591.350351,2228385.186,Abim,Labwor,Alerek,Otumpili,Otumpili  South,Northern,,
34478,12291.12829,4713226.228,Abim,Labwor,Alerek,Otumpili,Otumpili  South  West,Northern,,
34479,9030.930655,4145700.776,Abim,Labwor,Alerek,Otumpili,Kawang,Northern,,
34480,6793.355579,2233298.196,Abim,Labwor,Alerek,Loyoroit,Olem  East,Northern,,
34481,3755.613318,638434.0145,Abim,Labwor,Alerek,Loyoroit,Olem  Central,Northern,,
34482,11052.84169,4875441.012,Abim,Labwor,Alerek,Loyoroit,Alimocan,Northern,,
34483,9728.964074,2793721.608,Abim,Labwor,Alerek,Loyoroit,Olem  West,Northern,,
34484,7429.384255,1959414.086,Abim,Labwor,Alerek,Kulodwong,Kotido,Northern,,
34485,6940.570729,2009139.905,Abim,Labwor,Alerek,Kulodwong,Kathimongor,Northern,,
34486,3348.375364,556551.5113,Abim,Labwor,Alerek,Kulodwong,Ribocing,Northern,,
34487,6697.096218,2244282.027,Abim,Labwor,Alerek,Kulodwong,Acan  Penino,Northern,,
34488,8297.415934,3393488.795,Abim,Labwor,Alerek,Kulodwong,Tyenopobo North,Northern,,
34489,11796.17025,4286073.103,Abim,Labwor,Alerek,Kulodwong,Kacokela,Northern,,
34490,16678.8403,7294808.52,Abim,Labwor,Alerek,Kulodwong,Tyenopobo South,Northern,,
34491,14714.27949,9734390.951,Abim,Labwor,Alerek,Kulodwong,Tyenopobo East,Northern,,
34492,4119.013106,675104.5618,Abim,Labwor,Alerek,Kulodwong,Tyenpobo West,Northern,,
34493,4186.699024,385837.4013,Abim,Labwor,Alerek,Kulodwong,Aringobom East,Northern,,
34494,8755.959369,2773134.516,Abim,Labwor,Alerek,Kulodwong,Aringobom West,Northern,,
34495,6664.566967,2402588.952,Abim,Labwor,Abim Town Council,Wiawer,Ating  South,Northern,,
34496,8816.391272,4043870.151,Abim,Labwor,Abim Town Council,Kalakala,Akado  East,Northern,,
34497,9649.02636,5423737.107,Abim,Labwor,Abim Town Council,Kiru,Obangangeo West,Northern,,
34498,7619.602789,3381789.027,Abim,Labwor,Abim Town Council,Kalakala,Aywee  West,Northern,,
34499,4724.820296,928183.245,Abim,Labwor,Abim Town Council,Kalakala,Aywee  East,Northern,,
34500,6838.442311,1666620.09,Abim,Labwor,Abim Town Council,Kalakala,Aywee  South,Northern,,
34501,15787.81986,6797496.104,Abim,Labwor,Abim Town Council,Kalakala,Aywee  Modern,Northern,,
34502,10554.1517,4685760.414,Abim,Labwor,Abim Town Council,Kalakala,Akado  West,Northern,,
34503,4289.89525,737145.3391,Abim,Labwor,Abim Town Council,Kalakala,Akado  Central,Northern,,
34504,10985.33009,3695516.726,Abim,Labwor,Abim Town Council,Kalakala,Ryamiriam,Northern,,
34505,5708.633968,1153159.115,Abim,Labwor,Abim Town Council,Kalakala,Akado  South,Northern,,
34506,6854.220818,1183461.339,Abim,Labwor,Abim Town Council,Kiru,Mission Ward,Northern,,
34507,9574.821115,3146824.08,Abim,Labwor,Abim Town Council,Kiru,Lula,Northern,,
34508,1520.029099,97102.09142,Abim,Labwor,Abim Town Council,Kiru,Oyaro North,Northern,,
34509,1420.838831,92317.68133,Abim,Labwor,Abim Town Council,Kiru,Nyikinyiki (kiru),Northern,,
34510,719.718359,31723.71925,Abim,Labwor,Abim Town Council,Kiru,Obangangeo East,Northern,,
34511,903.1244251,49109.47456,Abim,Labwor,Abim Town Council,Kiru,Obangangeo North,Northern,,
34512,2749.425515,484588.1803,Abim,Labwor,Abim Town Council,Kiru,Obangangeo South,Northern,,
34513,962.2941122,53022.22804,Abim,Labwor,Abim Town Council,Oyaro,Oyaro West,Northern,,
34514,771.6614743,31264.18854,Abim,Labwor,Abim Town Council,Oyaro,Acharaethe,Northern,,
34515,8945.568196,2898551.891,Abim,Labwor,Abim Town Council,Oyaro,Acharaethe  East,Northern,,
34516,1213.342484,59345.18776,Abim,Labwor,Abim Town Council,Oyaro,Aroo (oyaro),Northern,,
34517,744.4024035,29009.85505,Abim,Labwor,Abim Town Council,Oyaro,Oyaro East,Northern,,
34518,1421.742865,84482.77434,Abim,Labwor,Abim Town Council,Oyaro,Oyaro Central,Northern,,
34519,16174.53878,11063731.48,Abim,Labwor,Abim Town Council,Oyaro,Abongedero,Northern,,
34520,1286.499328,61732.99649,Abim,Labwor,Abim Town Council,Oyaro,Orum,Northern,,
34521,1127.060458,55209.01262,Abim,Labwor,Abim Town Council,Oyaro,Oyaro South,Northern,,
34522,4633.429414,873432.0804,Abim,Labwor,Abim Town Council,Oyaro,Omoru,Northern,,
34523,10265.58245,3690523.168,Abim,Labwor,Abim Town Council,Oyaro,Abuk,Northern,,
34524,6961.268091,2192054.206,Abim,Labwor,Abim Town Council,Wiawer,Ating  North,Northern,,
34525,3682.4323,458717.5751,Abim,Labwor,Abim Town Council,Wiawer,Wicere,Northern,,
34526,4579.750821,938575.5224,Abim,Labwor,Abim Town Council,Wiawer,Dagaronya,Northern,,
34527,3995.236574,831305.9079,Abim,Labwor,Abim Town Council,Wiawer,Oringowello,Northern,,
34528,3465.432369,428999.5874,Abim,Labwor,Abim Town Council,Wiawer,Abim North,Northern,,
34529,2901.425413,525834.5561,Abim,Labwor,Abim Town Council,Wiawer,Abim West,Northern,,
34530,4806.426248,1008256.748,Abim,Labwor,Abim Town Council,Wiawer,Atwilo,Northern,,
34531,7219.925083,1941361.42,Abim,Labwor,Abim Town Council,Wiawer,Abim East,Northern,,
34532,6904.517732,997743.937,Abim,Labwor,Abim Town Council,Wiawer,Abim Central,Northern,,
34533,6654.880071,1423529.252,Abim,Labwor,Abim Town Council,Wiawer,Angwee North,Northern,,
34534,1003.861479,56741.15435,Abim,Labwor,Abim Town Council,Wiawer,Yenglemi North,Northern,,
34535,1053.24829,57868.12114,Abim,Labwor,Abim Town Council,Wiawer,Yenglemi East,Northern,,
34536,8469.657623,3581833.359,Abim,Labwor,Abim Town Council,Wiawer,Angwee  South,Northern,,
34537,1401.177915,127822.6977,Abim,Labwor,Abim Town Council,Wiawer,Abim Hospital,Northern,,
34538,9493.472468,2897784.934,Abim,Labwor,Abim Town Council,Wiawer,Aywee  North,Northern,,
34539,4201.994145,392674.5162,Abim,Labwor,Abim Town Council,Wiawer,Entebbe,Northern,,
34540,4156.317534,549083.2098,Abim,Labwor,Abim Town Council,Wiawer,Yenglemi West,Northern,,
34541,13275.08578,6943669.508,Abim,Labwor,Nyakwae,Oreta,Geregere South (oretha),Northern,,
34542,34627.33481,52189170.88,Abim,Labwor,Nyakwae,Kobulin,Jerusalem,Northern,,
34543,7196.579029,1862345.113,Abim,Labwor,Nyakwae,Rogom,Abur,Northern,,
34544,4018.811726,987932.5838,Abim,Labwor,Nyakwae,Rogom,Kapunabong,Northern,,
34545,6822.784149,1739426.979,Abim,Labwor,Nyakwae,Rogom,Tyenkworo,Northern,,
34546,5085.849429,939296.5422,Abim,Labwor,Nyakwae,Rogom,Agule Ruka,Northern,,
34547,2213.194845,306555.4729,Abim,Labwor,Nyakwae,Rogom,Olulung,Northern,,
34548,34558.439,35692272.31,Abim,Labwor,Nyakwae,Rogom,Kathebakume,Northern,,
34549,31128.45224,38194379.22,Abim,Labwor,Nyakwae,Rogom,Rogom Central,Northern,,
34550,30601.37707,37955691.72,Abim,Labwor,Nyakwae,Rogom,Angada,Northern,,
34551,5418.920144,889581.8797,Abim,Labwor,Nyakwae,Rogom,Othuthua,Northern,,
34552,4354.337589,986228.8636,Abim,Labwor,Nyakwae,Rogom,Atheder,Northern,,
34553,27728.65417,37765472.48,Abim,Labwor,Nyakwae,Pupu-kamuya,Atheder North (pupu-kamaya),Northern,,
34554,7624.284522,3237958.878,Abim,Labwor,Nyakwae,Pupu-kamuya,Atheder South (pupu-kamaya),Northern,,
34555,15802.5816,7691624.062,Abim,Labwor,Nyakwae,Pupu-kamuya,Aywee (pupu-kamaya),Northern,,
34556,33612.68227,57022034.71,Abim,Labwor,Nyakwae,Pupu-kamuya,Teramoth,Northern,,
34557,16393.75383,8818066.733,Abim,Labwor,Nyakwae,Oreta,Angule 'a',Northern,,
34558,6688.929818,2198137.665,Abim,Labwor,Nyakwae,Oreta,Geregere North (oretha),Northern,,
34559,13338.74611,5024045.77,Abim,Labwor,Nyakwae,Oreta,Nyikinyiki North,Northern,,
34560,20215.62725,17704611.27,Abim,Labwor,Nyakwae,Oreta,Bulla,Northern,,
34561,18706.08076,17243886.46,Abim,Labwor,Nyakwae,Oreta,Nyikinyiki South,Northern,,
34562,42062.64018,66689809.12,Abim,Labwor,Nyakwae,Kobulin,Ibunguso,Northern,,
34563,54210.40177,53049437.05,Abim,Labwor,Nyakwae,Kobulin,Kanaan,Northern,,
34564,22156.55355,15329844.84,Abim,Labwor,Nyakwae,Kobulin,Abokath,Northern,,
34565,50023.52665,80133818.95,Abim,Labwor,Nyakwae,Kobulin,Aoyathogo,Northern,,
34566,10615.82297,4545999.406,Abim,Labwor,Nyakwae,Kobulin,Barjobi,Northern,,
34567,12233.68765,7915776.268,Abim,Labwor,Nyakwae,Kobulin,Kakorinyang,Northern,,
34568,2959.159361,386958.2108,Abim,Labwor,Lotukei,Awach,Obokoloth Central,Northern,,
34569,3110.697121,447860.4023,Abim,Labwor,Lotukei,Awach,Obangangeo (awach),Northern,,
34570,23380.21368,14329039.83,Amudat,Pokot,Amudat,Amudat,Akoule,Northern,,
34571,22037.06621,9691381.892,Amudat,Pokot,Amudat,Amudat,Alakas,Northern,,
34572,21601.73863,12953173.82,Amudat,Pokot,Amudat,Amudat,Chemotong,Northern,,
34573,18057.60361,9243307.584,Amudat,Pokot,Amudat,Amudat,Chepongos,Northern,,
34574,11304.94724,5936960.521,Amudat,Pokot,Amudat,Amudat,Chepoy,Northern,,
34575,90788.49929,200282426.7,Amudat,Pokot,Amudat,Amudat,Grazing Area,Northern,,
34576,11599.90059,6406923.385,Amudat,Pokot,Amudat,Amudat,Kakadama,Northern,,
34577,12161.42374,5135459.645,Amudat,Pokot,Amudat,Amudat,Kariwo,Northern,,
34578,9736.418717,4547310.78,Amudat,Pokot,Amudat,Amudat,Kasiasa,Northern,,
34579,11473.02755,5220634.028,Amudat,Pokot,Amudat,Amudat,Kasikiroi,Northern,,
34580,16859.83856,10418467.35,Amudat,Pokot,Amudat,Amudat,Katakar,Northern,,
34581,13086.35747,6614130.907,Amudat,Pokot,Amudat,Amudat,Lokodi,Northern,,
34582,8900.776373,3217336.575,Amudat,Pokot,Amudat,Amudat,Motui,Northern,,
34583,18056.4439,5537500.112,Amudat,Pokot,Amudat,Amudat,Nabokotom,Northern,,
34584,8695.850309,4229594.332,Amudat,Pokot,Amudat,Amudat,Nakasepan,Northern,,
34585,20533.68545,25759422.75,Amudat,Pokot,Amudat,Amudat,Napao,Northern,,
34586,10302.08728,4029980.134,Amudat,Pokot,Amudat,Amudat,Natera B,Northern,,
34587,10472.17096,4499460.933,Amudat,Pokot,Amudat,Katabok,Akore,Northern,,
34588,13252.13917,8907387.623,Amudat,Pokot,Amudat,Katabok,Akuryon,Northern,,
34589,18531.98625,10379189.77,Amudat,Pokot,Amudat,Katabok,Dingding,Northern,,
34590,9082.427178,4536148.903,Amudat,Pokot,Amudat,Katabok,Kadekele,Northern,,
34591,21865.02051,23438120.7,Amudat,Pokot,Amudat,Katabok,Kanaroyon,Northern,,
34592,9361.139112,3706875.418,Amudat,Pokot,Amudat,Katabok,Kapetawoi,Northern,,
34593,14716.08352,6966868.579,Amudat,Pokot,Amudat,Katabok,Katabok,Northern,,
34594,11514.47387,6027823.824,Amudat,Pokot,Amudat,Katabok,Kodiaka,Northern,,
34595,13339.42185,6833800.481,Amudat,Pokot,Amudat,Katabok,Kodukoi,Northern,,
34596,14182.03037,8419787.521,Amudat,Pokot,Amudat,Katabok,Koketai,Northern,,
34597,7520.634792,3325773.903,Amudat,Pokot,Amudat,Katabok,Kongodowa,Northern,,
34598,19088.78845,20973136.22,Amudat,Pokot,Amudat,Katabok,Lomasinik,Northern,,
34599,15571.11309,10283941.61,Amudat,Pokot,Amudat,Katabok,Lomunyan,Northern,,
34600,18231.99395,12026519.3,Amudat,Pokot,Amudat,Katabok,Lorwairwai,Northern,,
34601,14070.01451,5075180.376,Amudat,Pokot,Amudat,Katabok,Losuko,Northern,,
34602,16500.87411,15004250.37,Amudat,Pokot,Amudat,Katabok,Morupus,Northern,,
34603,12883.36036,4837700.857,Amudat,Pokot,Amudat,Katabok,Motany,Northern,,
34604,18874.75345,12750429.57,Amudat,Pokot,Amudat,Katabok,Nakwangamoru,Northern,,
34605,9883.86759,4776401.684,Amudat,Pokot,Amudat,Katabok,Pillil,Northern,,
34606,8088.198156,3499940.718,Amudat,Pokot,Amudat,Katabok,Sikotai,Northern,,
34607,9468.512129,4908128.865,Amudat,Pokot,Amudat,Loburin,Agwalinga,Northern,,
34608,11882.35987,4981111.98,Amudat,Pokot,Amudat,Loburin,Akukus,Northern,,
34609,23756.40992,19040427.01,Amudat,Pokot,Amudat,Loburin,Angarap,Northern,,
